episode,return_prisoner,return_guards_mean,outcome,length
886,1.0,1.0,captured,11
887,1.0,1.0,captured,14
888,1.0,1.0,captured,9
889,1.0,1.0,captured,15
890,1.0,1.0,captured,10
891,1.0,1.0,captured,6
892,1.0,1.0,captured,18
893,1.0,1.0,captured,11
894,1.0,1.0,captured,9
895,-1.0,-1.0,escaped,14
896,-1.0,-1.0,escaped,17
897,1.0,1.0,captured,12
898,1.0,1.0,captured,9
899,1.0,1.0,captured,11
900,1.0,1.0,captured,12
901,1.0,1.0,captured,12
902,1.0,1.0,captured,16
903,1.0,1.0,captured,19
904,-1.0,-1.0,escaped,4
905,1.0,1.0,captured,12
906,1.0,1.0,captured,5
907,1.0,1.0,captured,10
908,1.0,1.0,captured,11
909,1.0,1.0,captured,12
910,1.0,1.0,captured,12
911,1.0,1.0,captured,11
912,1.0,1.0,captured,11
913,1.0,1.0,captured,15
914,1.0,1.0,captured,13
915,1.0,1.0,captured,12
916,-1.0,-1.0,escaped,4
917,1.0,1.0,captured,10
918,1.0,1.0,captured,11
919,-1.0,-1.0,escaped,7
920,1.0,1.0,captured,13
921,1.0,1.0,captured,10
922,1.0,1.0,captured,9
923,1.0,1.0,captured,10
924,1.0,1.0,captured,8
925,1.0,1.0,captured,13
926,-1.0,-1.0,escaped,8
927,1.0,1.0,captured,8
928,1.0,1.0,captured,5
929,1.0,1.0,captured,10
930,1.0,1.0,captured,14
931,1.0,1.0,captured,11
932,1.0,1.0,captured,10
933,1.0,1.0,captured,14
934,1.0,1.0,captured,8
935,1.0,1.0,captured,14
936,1.0,1.0,captured,11
937,1.0,1.0,captured,9
938,-1.0,-1.0,escaped,3
939,1.0,1.0,captured,8
940,1.0,1.0,captured,11
941,1.0,1.0,captured,12
942,1.0,1.0,captured,14
943,1.0,1.0,captured,10
944,1.0,1.0,captured,13
945,1.0,1.0,captured,12
946,1.0,1.0,captured,10
947,1.0,1.0,captured,10
948,1.0,1.0,captured,7
949,1.0,1.0,captured,15
950,1.0,1.0,captured,15
951,1.0,1.0,captured,5
952,1.0,1.0,captured,17
953,1.0,1.0,captured,18
954,-1.0,-1.0,escaped,4
955,-1.0,-1.0,escaped,4
956,1.0,1.0,captured,13
957,-1.0,-1.0,escaped,11
958,-1.0,-1.0,escaped,8
959,1.0,1.0,captured,10
960,1.0,1.0,captured,9
961,1.0,1.0,captured,13
962,1.0,1.0,captured,9
963,1.0,1.0,captured,9
964,-1.0,-1.0,escaped,9
965,1.0,1.0,captured,11
966,1.0,1.0,captured,14
967,1.0,1.0,captured,11
968,1.0,1.0,captured,8
969,1.0,1.0,captured,8
970,1.0,1.0,captured,12
971,1.0,1.0,captured,9
972,1.0,1.0,captured,11
973,1.0,1.0,captured,12
974,-1.0,-1.0,escaped,14
975,1.0,1.0,captured,10
976,1.0,1.0,captured,5
977,1.0,1.0,captured,13
978,1.0,1.0,captured,13
979,1.0,1.0,captured,12
980,-1.0,-1.0,escaped,11
981,-1.0,-1.0,escaped,9
982,1.0,1.0,captured,11
983,-1.0,-1.0,escaped,9
984,1.0,1.0,captured,18
985,-1.0,-1.0,escaped,7
986,1.0,1.0,captured,8
987,1.0,1.0,captured,9
988,1.0,1.0,captured,14
989,1.0,1.0,captured,11
990,1.0,1.0,captured,10
991,1.0,1.0,captured,9
992,1.0,1.0,captured,10
993,1.0,1.0,captured,15
994,-1.0,-1.0,escaped,7
995,1.0,1.0,captured,9
996,1.0,1.0,captured,12
997,1.0,1.0,captured,11
998,1.0,1.0,captured,19
999,-1.0,-1.0,escaped,10
1000,1.0,1.0,captured,8
1001,-1.0,-1.0,escaped,6
1002,1.0,1.0,captured,10
1003,1.0,1.0,captured,9
1004,1.0,1.0,captured,10
1005,1.0,1.0,captured,12
1006,-1.0,-1.0,escaped,13
1007,1.0,1.0,captured,4
1008,1.0,1.0,captured,10
1009,1.0,1.0,captured,12
1010,1.0,1.0,captured,12
1011,1.0,1.0,captured,20
1012,-1.0,-1.0,escaped,9
1013,1.0,1.0,captured,14
1014,-1.0,-1.0,escaped,19
1015,1.0,1.0,captured,24
1016,1.0,1.0,captured,11
1017,1.0,1.0,captured,13
1018,-1.0,-1.0,escaped,11
1019,1.0,1.0,captured,7
1020,1.0,1.0,captured,13
1021,1.0,1.0,captured,8
1022,1.0,1.0,captured,14
1023,1.0,1.0,captured,22
1024,1.0,1.0,captured,8
1025,1.0,1.0,captured,12
1026,1.0,1.0,captured,11
1027,1.0,1.0,captured,13
1028,1.0,1.0,captured,17
1029,1.0,1.0,captured,12
1030,1.0,1.0,captured,13
1031,1.0,1.0,captured,10
1032,1.0,1.0,captured,13
1033,1.0,1.0,captured,10
1034,1.0,1.0,captured,13
1035,1.0,1.0,captured,7
1036,1.0,1.0,captured,11
1037,-1.0,-1.0,escaped,5
1038,1.0,1.0,captured,11
1039,1.0,1.0,captured,13
1040,1.0,1.0,captured,11
1041,1.0,1.0,captured,12
1042,-1.0,-1.0,escaped,9
1043,1.0,1.0,captured,12
1044,1.0,1.0,captured,14
1045,-1.0,-1.0,escaped,11
1046,1.0,1.0,captured,2
1047,1.0,1.0,captured,14
1048,1.0,1.0,captured,10
1049,1.0,1.0,captured,8
1050,-1.0,-1.0,escaped,5
1051,1.0,1.0,captured,9
1052,1.0,1.0,captured,22
1053,1.0,1.0,captured,10
1054,1.0,1.0,captured,12
1055,1.0,1.0,captured,12
1056,1.0,1.0,captured,9
1057,1.0,1.0,captured,17
1058,1.0,1.0,captured,12
1059,1.0,1.0,captured,10
1060,1.0,1.0,captured,12
1061,1.0,1.0,captured,14
1062,1.0,1.0,captured,10
1063,1.0,1.0,captured,10
1064,1.0,1.0,captured,13
1065,-1.0,-1.0,escaped,7
1066,-1.0,-1.0,escaped,9
1067,1.0,1.0,captured,10
1068,1.0,1.0,captured,13
1069,1.0,1.0,captured,14
1070,-1.0,-1.0,escaped,2
1071,1.0,1.0,captured,18
1072,1.0,1.0,captured,10
1073,1.0,1.0,captured,11
1074,1.0,1.0,captured,9
1075,1.0,1.0,captured,21
1076,1.0,1.0,captured,10
1077,1.0,1.0,captured,9
1078,1.0,1.0,captured,10
1079,1.0,1.0,captured,10
1080,1.0,1.0,captured,12
1081,1.0,1.0,captured,13
1082,1.0,1.0,captured,8
1083,-1.0,-1.0,escaped,8
1084,1.0,1.0,captured,17
1085,1.0,1.0,captured,13
1086,1.0,1.0,captured,7
1087,1.0,1.0,captured,7
1088,1.0,1.0,captured,10
1089,1.0,1.0,captured,10
1090,1.0,1.0,captured,10
1091,1.0,1.0,captured,10
1092,1.0,1.0,captured,13
1093,1.0,1.0,captured,8
1094,1.0,1.0,captured,10
1095,1.0,1.0,captured,13
1096,1.0,1.0,captured,22
1097,1.0,1.0,captured,13
1098,1.0,1.0,captured,9
1099,1.0,1.0,captured,14
1100,1.0,1.0,captured,10
1101,1.0,1.0,captured,11
1102,1.0,1.0,captured,10
1103,1.0,1.0,captured,23
1104,-1.0,-1.0,escaped,6
1105,1.0,1.0,captured,11
1106,1.0,1.0,captured,7
1107,1.0,1.0,captured,22
1108,1.0,1.0,captured,12
1109,1.0,1.0,captured,14
1110,1.0,1.0,captured,11
1111,1.0,1.0,captured,13
1112,1.0,1.0,captured,10
1113,-1.0,-1.0,escaped,2
1114,1.0,1.0,captured,11
1115,1.0,1.0,captured,12
1116,1.0,1.0,captured,12
1117,1.0,1.0,captured,9
1118,-1.0,-1.0,escaped,10
1119,1.0,1.0,captured,11
1120,1.0,1.0,captured,3
1121,1.0,1.0,captured,9
1122,1.0,1.0,captured,11
1123,1.0,1.0,captured,11
1124,-1.0,-1.0,escaped,8
1125,1.0,1.0,captured,12
1126,1.0,1.0,captured,13
1127,1.0,1.0,captured,15
1128,1.0,1.0,captured,14
1129,-1.0,-1.0,escaped,7
1130,1.0,1.0,captured,8
1131,1.0,1.0,captured,11
1132,-1.0,-1.0,escaped,6
1133,1.0,1.0,captured,22
1134,-1.0,-1.0,escaped,6
1135,1.0,1.0,captured,8
1136,1.0,1.0,captured,15
1137,1.0,1.0,captured,13
1138,1.0,1.0,captured,11
1139,1.0,1.0,captured,5
1140,1.0,1.0,captured,13
1141,1.0,1.0,captured,12
1142,1.0,1.0,captured,10
1143,1.0,1.0,captured,11
1144,1.0,1.0,captured,11
1145,1.0,1.0,captured,8
1146,1.0,1.0,captured,9
1147,1.0,1.0,captured,7
1148,-1.0,-1.0,escaped,12
1149,1.0,1.0,captured,11
1150,1.0,1.0,captured,8
1151,-1.0,-1.0,escaped,6
1152,1.0,1.0,captured,25
1153,-1.0,-1.0,escaped,9
1154,1.0,1.0,captured,10
1155,1.0,1.0,captured,18
1156,1.0,1.0,captured,10
1157,1.0,1.0,captured,9
1158,1.0,1.0,captured,13
1159,-1.0,-1.0,escaped,11
1160,-1.0,-1.0,escaped,11
1161,1.0,1.0,captured,12
1162,1.0,1.0,captured,9
1163,-1.0,-1.0,escaped,7
1164,1.0,1.0,captured,13
1165,1.0,1.0,captured,11
1166,1.0,1.0,captured,9
1167,1.0,1.0,captured,9
1168,-1.0,-1.0,escaped,12
1169,1.0,1.0,captured,9
1170,1.0,1.0,captured,14
1171,1.0,1.0,captured,5
1172,1.0,1.0,captured,11
1173,-1.0,-1.0,escaped,4
1174,1.0,1.0,captured,9
1175,1.0,1.0,captured,8
1176,1.0,1.0,captured,11
1177,1.0,1.0,captured,12
1178,1.0,1.0,captured,7
1179,1.0,1.0,captured,12
1180,1.0,1.0,captured,11
1181,1.0,1.0,captured,13
1182,1.0,1.0,captured,10
1183,1.0,1.0,captured,12
1184,1.0,1.0,captured,10
1185,1.0,1.0,captured,11
1186,1.0,1.0,captured,7
1187,1.0,1.0,captured,18
1188,-1.0,-1.0,escaped,15
1189,1.0,1.0,captured,13
1190,1.0,1.0,captured,14
1191,1.0,1.0,captured,10
1192,-1.0,-1.0,escaped,7
1193,-1.0,-1.0,escaped,4
1194,1.0,1.0,captured,13
1195,-1.0,-1.0,escaped,6
1196,1.0,1.0,captured,13
1197,1.0,1.0,captured,10
1198,1.0,1.0,captured,12
1199,-1.0,-1.0,escaped,11
1200,-1.0,-1.0,escaped,7
1201,1.0,1.0,captured,18
1202,1.0,1.0,captured,10
1203,1.0,1.0,captured,12
1204,1.0,1.0,captured,11
1205,1.0,1.0,captured,24
1206,1.0,1.0,captured,13
1207,-1.0,-1.0,escaped,14
1208,1.0,1.0,captured,14
1209,1.0,1.0,captured,11
1210,1.0,1.0,captured,12
1211,1.0,1.0,captured,11
1212,1.0,1.0,captured,18
1213,1.0,1.0,captured,15
1214,1.0,1.0,captured,11
1215,1.0,1.0,captured,11
1216,1.0,1.0,captured,11
1217,1.0,1.0,captured,10
1218,1.0,1.0,captured,10
1219,1.0,1.0,captured,9
1220,1.0,1.0,captured,9
1221,1.0,1.0,captured,8
1222,1.0,1.0,captured,7
1223,-1.0,-1.0,escaped,4
1224,1.0,1.0,captured,14
1225,1.0,1.0,captured,9
1226,1.0,1.0,captured,17
1227,1.0,1.0,captured,10
1228,1.0,1.0,captured,7
1229,-1.0,-1.0,escaped,14
1230,1.0,1.0,captured,11
1231,1.0,1.0,captured,8
1232,1.0,1.0,captured,10
1233,-1.0,-1.0,escaped,7
1234,-1.0,-1.0,escaped,12
1235,1.0,1.0,captured,10
1236,1.0,1.0,captured,9
1237,1.0,1.0,captured,9
1238,1.0,1.0,captured,20
1239,-1.0,-1.0,escaped,16
1240,1.0,1.0,captured,9
1241,1.0,1.0,captured,8
1242,1.0,1.0,captured,14
1243,-1.0,-1.0,escaped,8
1244,1.0,1.0,captured,14
1245,1.0,1.0,captured,13
1246,1.0,1.0,captured,8
1247,1.0,1.0,captured,17
1248,1.0,1.0,captured,6
1249,1.0,1.0,captured,21
1250,1.0,1.0,captured,21
1251,1.0,1.0,captured,7
1252,1.0,1.0,captured,9
1253,1.0,1.0,captured,4
1254,1.0,1.0,captured,11
1255,1.0,1.0,captured,6
1256,1.0,1.0,captured,12
1257,1.0,1.0,captured,11
1258,1.0,1.0,captured,22
1259,1.0,1.0,captured,14
1260,1.0,1.0,captured,11
1261,1.0,1.0,captured,9
1262,-1.0,-1.0,escaped,12
1263,-1.0,-1.0,escaped,10
1264,1.0,1.0,captured,4
1265,1.0,1.0,captured,11
1266,-1.0,-1.0,escaped,5
1267,1.0,1.0,captured,9
1268,1.0,1.0,captured,7
1269,1.0,1.0,captured,15
1270,1.0,1.0,captured,19
1271,1.0,1.0,captured,12
1272,1.0,1.0,captured,8
1273,1.0,1.0,captured,13
1274,1.0,1.0,captured,16
1275,1.0,1.0,captured,14
1276,1.0,1.0,captured,9
1277,-1.0,-1.0,escaped,8
1278,1.0,1.0,captured,5
1279,1.0,1.0,captured,9
1280,1.0,1.0,captured,12
1281,1.0,1.0,captured,10
1282,1.0,1.0,captured,11
1283,1.0,1.0,captured,9
1284,1.0,1.0,captured,13
1285,1.0,1.0,captured,11
1286,1.0,1.0,captured,24
1287,1.0,1.0,captured,22
1288,-1.0,-1.0,escaped,4
1289,1.0,1.0,captured,9
1290,-1.0,-1.0,escaped,4
1291,1.0,1.0,captured,14
1292,1.0,1.0,captured,13
1293,-1.0,-1.0,escaped,7
1294,-1.0,-1.0,escaped,7
1295,1.0,1.0,captured,14
1296,1.0,1.0,captured,12
1297,1.0,1.0,captured,16
1298,-1.0,-1.0,escaped,9
1299,1.0,1.0,captured,12
1300,1.0,1.0,captured,11
1301,1.0,1.0,captured,11
1302,1.0,1.0,captured,15
1303,1.0,1.0,captured,12
1304,1.0,1.0,captured,17
1305,1.0,1.0,captured,10
1306,-1.0,-1.0,escaped,4
1307,1.0,1.0,captured,12
1308,1.0,1.0,captured,12
1309,1.0,1.0,captured,6
1310,1.0,1.0,captured,9
1311,1.0,1.0,captured,8
1312,1.0,1.0,captured,10
1313,1.0,1.0,captured,8
1314,-1.0,-1.0,escaped,18
1315,-1.0,-1.0,escaped,7
1316,1.0,1.0,captured,12
1317,-1.0,-1.0,escaped,5
1318,1.0,1.0,captured,11
1319,-1.0,-1.0,escaped,15
1320,1.0,1.0,captured,8
1321,1.0,1.0,captured,8
1322,-1.0,-1.0,escaped,11
1323,1.0,1.0,captured,10
1324,1.0,1.0,captured,12
1325,1.0,1.0,captured,26
1326,1.0,1.0,captured,14
1327,1.0,1.0,captured,13
1328,1.0,1.0,captured,9
1329,1.0,1.0,captured,11
1330,1.0,1.0,captured,11
1331,1.0,1.0,captured,10
1332,1.0,1.0,captured,10
1333,1.0,1.0,captured,12
1334,1.0,1.0,captured,12
1335,1.0,1.0,captured,11
1336,1.0,1.0,captured,10
1337,1.0,1.0,captured,23
1338,1.0,1.0,captured,14
1339,1.0,1.0,captured,12
1340,1.0,1.0,captured,17
1341,1.0,1.0,captured,11
1342,1.0,1.0,captured,13
1343,1.0,1.0,captured,4
1344,1.0,1.0,captured,9
1345,1.0,1.0,captured,10
1346,1.0,1.0,captured,12
1347,1.0,1.0,captured,10
1348,1.0,1.0,captured,13
1349,1.0,1.0,captured,10
1350,1.0,1.0,captured,10
1351,1.0,1.0,captured,9
1352,1.0,1.0,captured,11
1353,1.0,1.0,captured,9
1354,1.0,1.0,captured,12
1355,1.0,1.0,captured,10
1356,1.0,1.0,captured,12
1357,-1.0,-1.0,escaped,8
1358,1.0,1.0,captured,9
1359,1.0,1.0,captured,9
1360,1.0,1.0,captured,7
1361,-1.0,-1.0,escaped,5
1362,1.0,1.0,captured,9
1363,1.0,1.0,captured,12
1364,-1.0,-1.0,escaped,6
1365,1.0,1.0,captured,10
1366,1.0,1.0,captured,9
1367,1.0,1.0,captured,10
1368,1.0,1.0,captured,9
1369,1.0,1.0,captured,12
1370,1.0,1.0,captured,12
1371,-1.0,-1.0,escaped,6
1372,1.0,1.0,captured,22
1373,1.0,1.0,captured,9
1374,1.0,1.0,captured,9
1375,-1.0,-1.0,escaped,11
1376,1.0,1.0,captured,9
1377,1.0,1.0,captured,14
1378,1.0,1.0,captured,4
1379,-1.0,-1.0,escaped,9
1380,1.0,1.0,captured,13
1381,-1.0,-1.0,escaped,12
1382,1.0,1.0,captured,10
1383,1.0,1.0,captured,14
1384,-1.0,-1.0,escaped,10
1385,1.0,1.0,captured,8
1386,1.0,1.0,captured,17
1387,1.0,1.0,captured,11
1388,-1.0,-1.0,escaped,15
1389,1.0,1.0,captured,12
1390,1.0,1.0,captured,10
1391,1.0,1.0,captured,14
1392,1.0,1.0,captured,11
1393,1.0,1.0,captured,11
1394,1.0,1.0,captured,11
1395,1.0,1.0,captured,10
1396,1.0,1.0,captured,12
1397,-1.0,-1.0,escaped,12
1398,1.0,1.0,captured,11
1399,1.0,1.0,captured,11
1400,1.0,1.0,captured,11
1401,-1.0,-1.0,escaped,12
1402,1.0,1.0,captured,11
1403,1.0,1.0,captured,12
1404,1.0,1.0,captured,9
1405,-1.0,-1.0,escaped,3
1406,1.0,1.0,captured,11
1407,1.0,1.0,captured,9
1408,1.0,1.0,captured,12
1409,1.0,1.0,captured,12
1410,1.0,1.0,captured,14
1411,1.0,1.0,captured,11
1412,1.0,1.0,captured,8
1413,1.0,1.0,captured,10
1414,-1.0,-1.0,escaped,5
1415,-1.0,-1.0,escaped,5
1416,1.0,1.0,captured,12
1417,1.0,1.0,captured,12
1418,1.0,1.0,captured,16
1419,-1.0,-1.0,escaped,5
1420,-1.0,-1.0,escaped,11
1421,1.0,1.0,captured,13
1422,1.0,1.0,captured,9
1423,-1.0,-1.0,escaped,7
1424,1.0,1.0,captured,10
1425,1.0,1.0,captured,9
1426,1.0,1.0,captured,7
1427,-1.0,-1.0,escaped,7
1428,1.0,1.0,captured,9
1429,1.0,1.0,captured,16
1430,1.0,1.0,captured,7
1431,1.0,1.0,captured,10
1432,1.0,1.0,captured,16
1433,1.0,1.0,captured,9
1434,1.0,1.0,captured,9
1435,1.0,1.0,captured,11
1436,1.0,1.0,captured,10
1437,1.0,1.0,captured,11
1438,1.0,1.0,captured,12
1439,-1.0,-1.0,escaped,7
1440,1.0,1.0,captured,8
1441,1.0,1.0,captured,12
1442,1.0,1.0,captured,7
1443,1.0,1.0,captured,12
1444,1.0,1.0,captured,12
1445,-1.0,-1.0,escaped,7
1446,1.0,1.0,captured,9
1447,-1.0,-1.0,escaped,6
1448,1.0,1.0,captured,9
1449,1.0,1.0,captured,9
1450,1.0,1.0,captured,6
1451,1.0,1.0,captured,13
1452,1.0,1.0,captured,26
1453,1.0,1.0,captured,20
1454,-1.0,-1.0,escaped,4
1455,1.0,1.0,captured,8
1456,-1.0,-1.0,escaped,9
1457,1.0,1.0,captured,10
1458,-1.0,-1.0,escaped,10
1459,1.0,1.0,captured,11
1460,1.0,1.0,captured,14
1461,1.0,1.0,captured,8
1462,-1.0,-1.0,escaped,5
1463,1.0,1.0,captured,6
1464,1.0,1.0,captured,11
1465,1.0,1.0,captured,14
1466,1.0,1.0,captured,11
1467,1.0,1.0,captured,9
1468,1.0,1.0,captured,3
1469,1.0,1.0,captured,11
1470,1.0,1.0,captured,8
1471,1.0,1.0,captured,16
1472,1.0,1.0,captured,10
1473,1.0,1.0,captured,12
1474,1.0,1.0,captured,6
1475,1.0,1.0,captured,4
1476,1.0,1.0,captured,6
1477,-1.0,-1.0,escaped,13
1478,-1.0,-1.0,escaped,5
1479,1.0,1.0,captured,7
1480,1.0,1.0,captured,11
1481,-1.0,-1.0,escaped,12
1482,-1.0,-1.0,escaped,6
1483,1.0,1.0,captured,9
1484,1.0,1.0,captured,16
1485,1.0,1.0,captured,13
1486,1.0,1.0,captured,10
1487,1.0,1.0,captured,13
1488,-1.0,-1.0,escaped,16
1489,1.0,1.0,captured,10
1490,1.0,1.0,captured,20
1491,1.0,1.0,captured,14
1492,1.0,1.0,captured,12
1493,1.0,1.0,captured,14
1494,1.0,1.0,captured,10
1495,-1.0,-1.0,escaped,7
1496,1.0,1.0,captured,12
1497,1.0,1.0,captured,10
1498,1.0,1.0,captured,12
1499,1.0,1.0,captured,10
1500,1.0,1.0,captured,9
1501,1.0,1.0,captured,9
1502,1.0,1.0,captured,11
1503,1.0,1.0,captured,13
1504,1.0,1.0,captured,5
1505,1.0,1.0,captured,12
1506,1.0,1.0,captured,15
1507,-1.0,-1.0,escaped,9
1508,1.0,1.0,captured,10
1509,-1.0,-1.0,escaped,15
1510,1.0,1.0,captured,7
1511,1.0,1.0,captured,7
1512,-1.0,-1.0,escaped,10
1513,1.0,1.0,captured,15
1514,-1.0,-1.0,escaped,10
1515,1.0,1.0,captured,9
1516,1.0,1.0,captured,14
1517,1.0,1.0,captured,23
1518,1.0,1.0,captured,11
1519,1.0,1.0,captured,20
1520,1.0,1.0,captured,9
1521,1.0,1.0,captured,5
1522,1.0,1.0,captured,11
1523,1.0,1.0,captured,13
1524,1.0,1.0,captured,8
1525,1.0,1.0,captured,8
1526,1.0,1.0,captured,24
1527,1.0,1.0,captured,11
1528,1.0,1.0,captured,9
1529,-1.0,-1.0,escaped,3
1530,1.0,1.0,captured,11
1531,1.0,1.0,captured,13
1532,1.0,1.0,captured,9
1533,1.0,1.0,captured,14
1534,-1.0,-1.0,escaped,8
1535,1.0,1.0,captured,13
1536,1.0,1.0,captured,9
1537,1.0,1.0,captured,10
1538,1.0,1.0,captured,8
1539,1.0,1.0,captured,9
1540,-1.0,-1.0,escaped,16
1541,1.0,1.0,captured,19
1542,1.0,1.0,captured,18
1543,1.0,1.0,captured,12
1544,1.0,1.0,captured,9
1545,1.0,1.0,captured,7
1546,1.0,1.0,captured,10
1547,1.0,1.0,captured,13
1548,1.0,1.0,captured,23
1549,-1.0,-1.0,escaped,3
1550,1.0,1.0,captured,14
1551,1.0,1.0,captured,10
1552,1.0,1.0,captured,11
1553,1.0,1.0,captured,7
1554,-1.0,-1.0,escaped,11
1555,1.0,1.0,captured,12
1556,-1.0,-1.0,escaped,14
1557,1.0,1.0,captured,11
1558,1.0,1.0,captured,7
1559,1.0,1.0,captured,17
1560,1.0,1.0,captured,14
1561,1.0,1.0,captured,13
1562,1.0,1.0,captured,10
1563,1.0,1.0,captured,7
1564,1.0,1.0,captured,14
1565,1.0,1.0,captured,13
1566,1.0,1.0,captured,12
1567,-1.0,-1.0,escaped,8
1568,1.0,1.0,captured,13
1569,-1.0,-1.0,escaped,6
1570,1.0,1.0,captured,13
1571,1.0,1.0,captured,11
1572,1.0,1.0,captured,12
1573,1.0,1.0,captured,11
1574,1.0,1.0,captured,6
1575,1.0,1.0,captured,16
1576,1.0,1.0,captured,13
1577,1.0,1.0,captured,8
1578,-1.0,-1.0,escaped,14
1579,1.0,1.0,captured,11
1580,1.0,1.0,captured,11
1581,1.0,1.0,captured,17
1582,-1.0,-1.0,escaped,4
1583,1.0,1.0,captured,8
1584,-1.0,-1.0,escaped,8
1585,1.0,1.0,captured,16
1586,1.0,1.0,captured,8
1587,1.0,1.0,captured,15
1588,1.0,1.0,captured,11
1589,1.0,1.0,captured,9
1590,1.0,1.0,captured,17
1591,1.0,1.0,captured,13
1592,1.0,1.0,captured,12
1593,-1.0,-1.0,escaped,4
1594,1.0,1.0,captured,10
1595,1.0,1.0,captured,10
1596,1.0,1.0,captured,23
1597,1.0,1.0,captured,15
1598,1.0,1.0,captured,11
1599,1.0,1.0,captured,9
1600,-1.0,-1.0,escaped,8
1601,1.0,1.0,captured,6
1602,1.0,1.0,captured,11
1603,1.0,1.0,captured,13
1604,1.0,1.0,captured,9
1605,1.0,1.0,captured,19
1606,1.0,1.0,captured,12
1607,1.0,1.0,captured,14
1608,1.0,1.0,captured,11
1609,1.0,1.0,captured,14
1610,1.0,1.0,captured,11
1611,1.0,1.0,captured,10
1612,1.0,1.0,captured,9
1613,1.0,1.0,captured,13
1614,1.0,1.0,captured,11
1615,1.0,1.0,captured,8
1616,1.0,1.0,captured,13
1617,-1.0,-1.0,escaped,6
1618,1.0,1.0,captured,11
1619,1.0,1.0,captured,16
1620,1.0,1.0,captured,12
1621,1.0,1.0,captured,9
1622,1.0,1.0,captured,10
1623,1.0,1.0,captured,14
1624,1.0,1.0,captured,12
1625,1.0,1.0,captured,9
1626,1.0,1.0,captured,11
1627,1.0,1.0,captured,14
1628,1.0,1.0,captured,10
1629,-1.0,-1.0,escaped,4
1630,-1.0,-1.0,escaped,3
1631,1.0,1.0,captured,11
1632,-1.0,-1.0,escaped,6
1633,-1.0,-1.0,escaped,8
1634,1.0,1.0,captured,12
1635,1.0,1.0,captured,10
1636,1.0,1.0,captured,9
1637,1.0,1.0,captured,19
1638,1.0,1.0,captured,5
1639,1.0,1.0,captured,11
1640,1.0,1.0,captured,9
1641,1.0,1.0,captured,12
1642,1.0,1.0,captured,10
1643,1.0,1.0,captured,12
1644,1.0,1.0,captured,7
1645,1.0,1.0,captured,10
1646,1.0,1.0,captured,15
1647,1.0,1.0,captured,12
1648,1.0,1.0,captured,12
1649,-1.0,-1.0,escaped,8
1650,1.0,1.0,captured,9
1651,1.0,1.0,captured,12
1652,-1.0,-1.0,escaped,5
1653,1.0,1.0,captured,10
1654,1.0,1.0,captured,14
1655,1.0,1.0,captured,12
1656,1.0,1.0,captured,12
1657,1.0,1.0,captured,11
1658,1.0,1.0,captured,9
1659,1.0,1.0,captured,13
1660,1.0,1.0,captured,13
1661,1.0,1.0,captured,7
1662,-1.0,-1.0,escaped,7
1663,1.0,1.0,captured,10
1664,1.0,1.0,captured,11
1665,1.0,1.0,captured,6
1666,-1.0,-1.0,escaped,7
1667,1.0,1.0,captured,10
1668,1.0,1.0,captured,7
1669,1.0,1.0,captured,9
1670,1.0,1.0,captured,8
1671,1.0,1.0,captured,16
1672,1.0,1.0,captured,11
1673,1.0,1.0,captured,6
1674,1.0,1.0,captured,7
1675,1.0,1.0,captured,9
1676,-1.0,-1.0,escaped,10
1677,-1.0,-1.0,escaped,14
1678,-1.0,-1.0,escaped,7
1679,1.0,1.0,captured,7
1680,1.0,1.0,captured,8
1681,1.0,1.0,captured,10
1682,1.0,1.0,captured,14
1683,1.0,1.0,captured,11
1684,-1.0,-1.0,escaped,12
1685,1.0,1.0,captured,7
1686,1.0,1.0,captured,10
1687,1.0,1.0,captured,10
1688,1.0,1.0,captured,6
1689,1.0,1.0,captured,11
1690,1.0,1.0,captured,7
1691,-1.0,-1.0,escaped,4
1692,-1.0,-1.0,escaped,9
1693,1.0,1.0,captured,10
1694,1.0,1.0,captured,14
1695,1.0,1.0,captured,7
1696,1.0,1.0,captured,16
1697,1.0,1.0,captured,9
1698,1.0,1.0,captured,8
1699,1.0,1.0,captured,13
1700,-1.0,-1.0,escaped,7
1701,1.0,1.0,captured,10
1702,1.0,1.0,captured,10
1703,1.0,1.0,captured,13
1704,1.0,1.0,captured,7
1705,-1.0,-1.0,escaped,6
1706,1.0,1.0,captured,21
1707,1.0,1.0,captured,10
1708,1.0,1.0,captured,10
1709,1.0,1.0,captured,14
1710,1.0,1.0,captured,12
1711,1.0,1.0,captured,14
1712,1.0,1.0,captured,12
1713,1.0,1.0,captured,9
1714,1.0,1.0,captured,12
1715,1.0,1.0,captured,12
1716,1.0,1.0,captured,11
1717,1.0,1.0,captured,12
1718,1.0,1.0,captured,10
1719,-1.0,-1.0,escaped,4
1720,-1.0,-1.0,escaped,5
1721,1.0,1.0,captured,11
1722,1.0,1.0,captured,8
1723,1.0,1.0,captured,6
1724,1.0,1.0,captured,11
1725,1.0,1.0,captured,10
1726,-1.0,-1.0,escaped,9
1727,1.0,1.0,captured,10
1728,1.0,1.0,captured,13
1729,1.0,1.0,captured,14
1730,1.0,1.0,captured,13
1731,-1.0,-1.0,escaped,7
1732,-1.0,-1.0,escaped,6
1733,1.0,1.0,captured,12
1734,1.0,1.0,captured,7
1735,1.0,1.0,captured,9
1736,1.0,1.0,captured,12
1737,1.0,1.0,captured,13
1738,1.0,1.0,captured,19
