episode,return_prisoner,return_guards_mean,outcome,length
5173,-1.0,-1.0,escaped,9
5174,1.0,1.0,captured,5
5175,1.0,1.0,captured,10
5176,1.0,1.0,captured,15
5177,1.0,1.0,captured,18
5178,1.0,1.0,captured,11
5179,1.0,1.0,captured,14
5180,1.0,1.0,captured,11
5181,1.0,1.0,captured,14
5182,1.0,1.0,captured,12
5183,1.0,1.0,captured,10
5184,1.0,1.0,captured,7
5185,1.0,1.0,captured,14
5186,1.0,1.0,captured,6
5187,-1.0,-1.0,escaped,9
5188,1.0,1.0,captured,8
5189,1.0,1.0,captured,11
5190,1.0,1.0,captured,14
5191,1.0,1.0,captured,9
5192,1.0,1.0,captured,7
5193,1.0,1.0,captured,13
5194,1.0,1.0,captured,14
5195,1.0,1.0,captured,11
5196,-1.0,-1.0,escaped,5
5197,1.0,1.0,captured,14
5198,1.0,1.0,captured,12
5199,1.0,1.0,captured,8
5200,1.0,1.0,captured,10
5201,1.0,1.0,captured,10
5202,1.0,1.0,captured,10
5203,1.0,1.0,captured,11
5204,1.0,1.0,captured,11
5205,1.0,1.0,captured,7
5206,1.0,1.0,captured,7
5207,1.0,1.0,captured,7
5208,-1.0,-1.0,escaped,5
5209,1.0,1.0,captured,12
5210,1.0,1.0,captured,7
5211,-1.0,-1.0,escaped,8
5212,1.0,1.0,captured,14
5213,1.0,1.0,captured,11
5214,1.0,1.0,captured,8
5215,1.0,1.0,captured,7
5216,1.0,1.0,captured,11
5217,1.0,1.0,captured,12
5218,1.0,1.0,captured,11
5219,1.0,1.0,captured,9
5220,1.0,1.0,captured,18
5221,1.0,1.0,captured,11
5222,1.0,1.0,captured,20
5223,1.0,1.0,captured,12
5224,1.0,1.0,captured,7
5225,1.0,1.0,captured,11
5226,1.0,1.0,captured,22
5227,1.0,1.0,captured,12
5228,1.0,1.0,captured,9
5229,1.0,1.0,captured,12
5230,1.0,1.0,captured,7
5231,-1.0,-1.0,escaped,9
5232,1.0,1.0,captured,11
5233,1.0,1.0,captured,12
5234,-1.0,-1.0,escaped,12
5235,1.0,1.0,captured,12
5236,1.0,1.0,captured,20
5237,1.0,1.0,captured,14
5238,1.0,1.0,captured,12
5239,1.0,1.0,captured,21
5240,1.0,1.0,captured,11
5241,1.0,1.0,captured,13
5242,1.0,1.0,captured,5
5243,-1.0,-1.0,escaped,5
5244,1.0,1.0,captured,12
5245,1.0,1.0,captured,12
5246,1.0,1.0,captured,12
5247,-1.0,-1.0,escaped,5
5248,-1.0,-1.0,escaped,7
5249,1.0,1.0,captured,5
5250,1.0,1.0,captured,12
5251,-1.0,-1.0,escaped,8
5252,-1.0,-1.0,escaped,9
5253,1.0,1.0,captured,12
5254,1.0,1.0,captured,7
5255,1.0,1.0,captured,10
5256,1.0,1.0,captured,12
5257,1.0,1.0,captured,12
5258,1.0,1.0,captured,13
5259,1.0,1.0,captured,10
5260,1.0,1.0,captured,9
5261,1.0,1.0,captured,12
5262,-1.0,-1.0,escaped,6
5263,1.0,1.0,captured,12
5264,1.0,1.0,captured,10
5265,1.0,1.0,captured,9
5266,-1.0,-1.0,escaped,8
5267,-1.0,-1.0,escaped,15
5268,1.0,1.0,captured,5
5269,1.0,1.0,captured,10
5270,1.0,1.0,captured,11
5271,1.0,1.0,captured,11
5272,1.0,1.0,captured,11
5273,-1.0,-1.0,escaped,4
5274,1.0,1.0,captured,9
5275,1.0,1.0,captured,11
5276,1.0,1.0,captured,10
5277,1.0,1.0,captured,19
5278,1.0,1.0,captured,7
5279,1.0,1.0,captured,14
5280,1.0,1.0,captured,10
5281,1.0,1.0,captured,10
5282,1.0,1.0,captured,6
5283,1.0,1.0,captured,8
5284,-1.0,-1.0,escaped,9
5285,1.0,1.0,captured,26
5286,1.0,1.0,captured,9
5287,1.0,1.0,captured,13
5288,1.0,1.0,captured,12
5289,1.0,1.0,captured,8
5290,-1.0,-1.0,escaped,8
5291,1.0,1.0,captured,5
5292,1.0,1.0,captured,7
5293,-1.0,-1.0,escaped,2
5294,1.0,1.0,captured,14
5295,1.0,1.0,captured,12
5296,1.0,1.0,captured,11
5297,1.0,1.0,captured,16
5298,1.0,1.0,captured,10
5299,1.0,1.0,captured,24
5300,1.0,1.0,captured,8
5301,1.0,1.0,captured,13
5302,1.0,1.0,captured,10
5303,1.0,1.0,captured,15
5304,1.0,1.0,captured,14
5305,-1.0,-1.0,escaped,8
5306,1.0,1.0,captured,9
5307,1.0,1.0,captured,10
5308,1.0,1.0,captured,10
5309,-1.0,-1.0,escaped,14
5310,1.0,1.0,captured,13
5311,1.0,1.0,captured,12
5312,1.0,1.0,captured,9
5313,1.0,1.0,captured,10
5314,1.0,1.0,captured,12
5315,1.0,1.0,captured,9
5316,1.0,1.0,captured,10
5317,-1.0,-1.0,escaped,11
5318,1.0,1.0,captured,10
5319,1.0,1.0,captured,21
5320,1.0,1.0,captured,21
5321,1.0,1.0,captured,11
5322,1.0,1.0,captured,11
5323,1.0,1.0,captured,8
5324,1.0,1.0,captured,10
5325,1.0,1.0,captured,10
5326,1.0,1.0,captured,10
5327,1.0,1.0,captured,12
5328,1.0,1.0,captured,10
5329,1.0,1.0,captured,7
5330,1.0,1.0,captured,8
5331,1.0,1.0,captured,10
5332,1.0,1.0,captured,12
5333,1.0,1.0,captured,9
5334,-1.0,-1.0,escaped,4
5335,1.0,1.0,captured,13
5336,1.0,1.0,captured,22
5337,1.0,1.0,captured,11
5338,1.0,1.0,captured,8
5339,1.0,1.0,captured,9
5340,1.0,1.0,captured,13
5341,1.0,1.0,captured,10
5342,1.0,1.0,captured,10
5343,1.0,1.0,captured,9
5344,1.0,1.0,captured,6
5345,1.0,1.0,captured,9
5346,1.0,1.0,captured,12
5347,-1.0,-1.0,escaped,5
5348,1.0,1.0,captured,8
5349,1.0,1.0,captured,11
5350,1.0,1.0,captured,13
5351,1.0,1.0,captured,9
5352,1.0,1.0,captured,8
5353,1.0,1.0,captured,10
5354,1.0,1.0,captured,16
5355,1.0,1.0,captured,8
5356,-1.0,-1.0,escaped,2
5357,-1.0,-1.0,escaped,3
5358,-1.0,-1.0,escaped,8
5359,1.0,1.0,captured,12
5360,1.0,1.0,captured,5
5361,1.0,1.0,captured,7
5362,-1.0,-1.0,escaped,4
5363,-1.0,-1.0,escaped,3
5364,1.0,1.0,captured,12
5365,-1.0,-1.0,escaped,5
5366,1.0,1.0,captured,10
5367,1.0,1.0,captured,11
5368,1.0,1.0,captured,23
5369,1.0,1.0,captured,18
5370,1.0,1.0,captured,13
5371,1.0,1.0,captured,8
5372,-1.0,-1.0,escaped,13
5373,1.0,1.0,captured,13
5374,1.0,1.0,captured,8
5375,-1.0,-1.0,escaped,3
5376,-1.0,-1.0,escaped,12
5377,1.0,1.0,captured,8
5378,1.0,1.0,captured,10
5379,1.0,1.0,captured,12
5380,1.0,1.0,captured,5
5381,1.0,1.0,captured,6
5382,-1.0,-1.0,escaped,5
5383,1.0,1.0,captured,10
5384,1.0,1.0,captured,8
5385,1.0,1.0,captured,9
5386,1.0,1.0,captured,11
5387,1.0,1.0,captured,13
5388,1.0,1.0,captured,12
5389,1.0,1.0,captured,13
5390,1.0,1.0,captured,2
5391,1.0,1.0,captured,16
5392,1.0,1.0,captured,9
5393,1.0,1.0,captured,9
5394,1.0,1.0,captured,11
5395,1.0,1.0,captured,9
5396,1.0,1.0,captured,14
5397,-1.0,-1.0,escaped,4
5398,-1.0,-1.0,escaped,5
5399,1.0,1.0,captured,10
5400,-1.0,-1.0,escaped,20
5401,1.0,1.0,captured,12
5402,1.0,1.0,captured,6
5403,1.0,1.0,captured,11
5404,1.0,1.0,captured,14
5405,1.0,1.0,captured,11
5406,1.0,1.0,captured,13
5407,1.0,1.0,captured,8
5408,1.0,1.0,captured,14
5409,-1.0,-1.0,escaped,7
5410,1.0,1.0,captured,10
5411,1.0,1.0,captured,9
5412,-1.0,-1.0,escaped,6
5413,1.0,1.0,captured,12
5414,1.0,1.0,captured,10
5415,1.0,1.0,captured,4
5416,1.0,1.0,captured,15
5417,1.0,1.0,captured,12
5418,1.0,1.0,captured,10
5419,1.0,1.0,captured,10
5420,1.0,1.0,captured,9
5421,1.0,1.0,captured,11
5422,1.0,1.0,captured,8
5423,1.0,1.0,captured,7
5424,1.0,1.0,captured,7
5425,1.0,1.0,captured,11
5426,1.0,1.0,captured,6
5427,1.0,1.0,captured,8
5428,1.0,1.0,captured,12
5429,1.0,1.0,captured,13
5430,1.0,1.0,captured,10
5431,1.0,1.0,captured,9
5432,1.0,1.0,captured,17
5433,1.0,1.0,captured,8
5434,1.0,1.0,captured,12
5435,1.0,1.0,captured,9
5436,1.0,1.0,captured,11
5437,1.0,1.0,captured,9
5438,-1.0,-1.0,escaped,4
5439,1.0,1.0,captured,10
5440,1.0,1.0,captured,10
5441,1.0,1.0,captured,8
5442,1.0,1.0,captured,10
5443,1.0,1.0,captured,12
5444,1.0,1.0,captured,9
5445,1.0,1.0,captured,8
5446,1.0,1.0,captured,13
5447,1.0,1.0,captured,11
5448,1.0,1.0,captured,6
5449,1.0,1.0,captured,9
5450,1.0,1.0,captured,9
5451,1.0,1.0,captured,13
5452,1.0,1.0,captured,12
5453,1.0,1.0,captured,11
5454,1.0,1.0,captured,22
5455,1.0,1.0,captured,6
5456,1.0,1.0,captured,14
5457,1.0,1.0,captured,5
5458,1.0,1.0,captured,11
5459,1.0,1.0,captured,11
5460,1.0,1.0,captured,8
5461,1.0,1.0,captured,9
5462,1.0,1.0,captured,11
5463,1.0,1.0,captured,18
5464,-1.0,-1.0,escaped,4
5465,1.0,1.0,captured,14
5466,1.0,1.0,captured,6
5467,1.0,1.0,captured,9
5468,1.0,1.0,captured,11
5469,1.0,1.0,captured,11
5470,1.0,1.0,captured,13
5471,1.0,1.0,captured,15
5472,-1.0,-1.0,escaped,5
5473,-1.0,-1.0,escaped,7
5474,1.0,1.0,captured,11
5475,1.0,1.0,captured,9
5476,1.0,1.0,captured,9
5477,1.0,1.0,captured,12
5478,-1.0,-1.0,escaped,10
5479,1.0,1.0,captured,11
5480,1.0,1.0,captured,11
5481,-1.0,-1.0,escaped,8
5482,-1.0,-1.0,escaped,7
5483,1.0,1.0,captured,14
5484,1.0,1.0,captured,13
5485,1.0,1.0,captured,7
5486,1.0,1.0,captured,5
5487,1.0,1.0,captured,12
5488,1.0,1.0,captured,3
5489,1.0,1.0,captured,7
5490,1.0,1.0,captured,10
5491,1.0,1.0,captured,12
5492,1.0,1.0,captured,13
5493,1.0,1.0,captured,9
5494,1.0,1.0,captured,8
5495,1.0,1.0,captured,12
5496,1.0,1.0,captured,12
5497,1.0,1.0,captured,14
5498,1.0,1.0,captured,13
5499,-1.0,-1.0,escaped,7
5500,1.0,1.0,captured,8
5501,1.0,1.0,captured,9
5502,1.0,1.0,captured,14
5503,1.0,1.0,captured,10
5504,1.0,1.0,captured,11
5505,1.0,1.0,captured,10
5506,1.0,1.0,captured,8
5507,1.0,1.0,captured,7
5508,1.0,1.0,captured,12
5509,-1.0,-1.0,escaped,8
5510,1.0,1.0,captured,9
5511,1.0,1.0,captured,12
5512,1.0,1.0,captured,11
5513,1.0,1.0,captured,12
5514,1.0,1.0,captured,9
5515,1.0,1.0,captured,6
5516,1.0,1.0,captured,11
5517,-1.0,-1.0,escaped,6
5518,1.0,1.0,captured,13
5519,1.0,1.0,captured,6
5520,1.0,1.0,captured,8
5521,1.0,1.0,captured,24
5522,1.0,1.0,captured,11
5523,1.0,1.0,captured,14
5524,1.0,1.0,captured,18
5525,1.0,1.0,captured,12
5526,1.0,1.0,captured,21
5527,1.0,1.0,captured,8
5528,1.0,1.0,captured,11
5529,1.0,1.0,captured,17
5530,1.0,1.0,captured,6
5531,-1.0,-1.0,escaped,5
5532,1.0,1.0,captured,14
5533,1.0,1.0,captured,11
5534,1.0,1.0,captured,24
5535,1.0,1.0,captured,10
5536,1.0,1.0,captured,15
5537,1.0,1.0,captured,8
5538,1.0,1.0,captured,9
5539,1.0,1.0,captured,11
5540,1.0,1.0,captured,7
5541,1.0,1.0,captured,13
5542,1.0,1.0,captured,8
5543,1.0,1.0,captured,6
5544,1.0,1.0,captured,5
5545,1.0,1.0,captured,9
5546,-1.0,-1.0,escaped,9
5547,1.0,1.0,captured,6
5548,1.0,1.0,captured,6
5549,1.0,1.0,captured,10
5550,-1.0,-1.0,escaped,12
5551,1.0,1.0,captured,7
5552,1.0,1.0,captured,9
5553,-1.0,-1.0,escaped,4
5554,1.0,1.0,captured,10
5555,1.0,1.0,captured,11
5556,-1.0,-1.0,escaped,8
5557,1.0,1.0,captured,18
5558,1.0,1.0,captured,10
5559,1.0,1.0,captured,7
5560,1.0,1.0,captured,14
5561,1.0,1.0,captured,11
5562,1.0,1.0,captured,11
5563,-1.0,-1.0,escaped,4
5564,-1.0,-1.0,escaped,4
5565,1.0,1.0,captured,13
5566,1.0,1.0,captured,8
5567,-1.0,-1.0,escaped,11
5568,1.0,1.0,captured,9
5569,1.0,1.0,captured,13
5570,1.0,1.0,captured,14
5571,1.0,1.0,captured,11
5572,1.0,1.0,captured,11
5573,1.0,1.0,captured,8
5574,-1.0,-1.0,escaped,7
5575,1.0,1.0,captured,11
5576,-1.0,-1.0,escaped,4
5577,1.0,1.0,captured,11
5578,1.0,1.0,captured,12
5579,-1.0,-1.0,escaped,5
5580,1.0,1.0,captured,11
5581,1.0,1.0,captured,10
5582,1.0,1.0,captured,7
5583,1.0,1.0,captured,11
5584,1.0,1.0,captured,11
5585,1.0,1.0,captured,9
5586,1.0,1.0,captured,14
5587,1.0,1.0,captured,5
5588,1.0,1.0,captured,11
5589,1.0,1.0,captured,6
5590,1.0,1.0,captured,13
5591,1.0,1.0,captured,13
5592,1.0,1.0,captured,11
5593,1.0,1.0,captured,7
5594,-1.0,-1.0,escaped,4
5595,1.0,1.0,captured,12
5596,1.0,1.0,captured,9
5597,1.0,1.0,captured,9
5598,-1.0,-1.0,escaped,7
5599,1.0,1.0,captured,10
5600,1.0,1.0,captured,9
5601,-1.0,-1.0,escaped,9
5602,1.0,1.0,captured,8
5603,1.0,1.0,captured,10
5604,1.0,1.0,captured,14
5605,1.0,1.0,captured,17
5606,1.0,1.0,captured,9
5607,1.0,1.0,captured,8
5608,1.0,1.0,captured,11
5609,1.0,1.0,captured,7
5610,1.0,1.0,captured,13
5611,1.0,1.0,captured,12
5612,-1.0,-1.0,escaped,19
5613,1.0,1.0,captured,9
5614,1.0,1.0,captured,7
5615,-1.0,-1.0,escaped,7
5616,1.0,1.0,captured,13
5617,1.0,1.0,captured,8
5618,-1.0,-1.0,escaped,16
5619,1.0,1.0,captured,10
5620,1.0,1.0,captured,9
5621,1.0,1.0,captured,8
5622,1.0,1.0,captured,26
5623,1.0,1.0,captured,10
5624,1.0,1.0,captured,13
5625,1.0,1.0,captured,5
5626,1.0,1.0,captured,11
5627,1.0,1.0,captured,13
5628,1.0,1.0,captured,11
5629,1.0,1.0,captured,10
5630,1.0,1.0,captured,9
5631,1.0,1.0,captured,6
5632,1.0,1.0,captured,8
5633,1.0,1.0,captured,8
5634,1.0,1.0,captured,13
5635,-1.0,-1.0,escaped,14
5636,1.0,1.0,captured,11
5637,1.0,1.0,captured,11
5638,1.0,1.0,captured,13
5639,1.0,1.0,captured,13
5640,1.0,1.0,captured,8
5641,1.0,1.0,captured,10
5642,1.0,1.0,captured,9
5643,-1.0,-1.0,escaped,11
5644,1.0,1.0,captured,18
5645,-1.0,-1.0,escaped,5
5646,1.0,1.0,captured,9
5647,1.0,1.0,captured,9
5648,1.0,1.0,captured,9
5649,1.0,1.0,captured,12
5650,1.0,1.0,captured,14
5651,-1.0,-1.0,escaped,13
5652,1.0,1.0,captured,6
5653,-1.0,-1.0,escaped,9
5654,1.0,1.0,captured,16
5655,1.0,1.0,captured,12
5656,1.0,1.0,captured,8
5657,1.0,1.0,captured,9
5658,1.0,1.0,captured,11
5659,1.0,1.0,captured,14
5660,1.0,1.0,captured,11
5661,1.0,1.0,captured,13
5662,1.0,1.0,captured,11
5663,1.0,1.0,captured,11
5664,1.0,1.0,captured,11
5665,-1.0,-1.0,escaped,3
5666,1.0,1.0,captured,11
5667,-1.0,-1.0,escaped,11
5668,-1.0,-1.0,escaped,1
5669,-1.0,-1.0,escaped,8
5670,-1.0,-1.0,escaped,11
5671,1.0,1.0,captured,9
5672,1.0,1.0,captured,8
5673,1.0,1.0,captured,13
5674,1.0,1.0,captured,14
5675,-1.0,-1.0,escaped,8
5676,-1.0,-1.0,escaped,7
5677,1.0,1.0,captured,14
5678,1.0,1.0,captured,6
5679,1.0,1.0,captured,10
5680,1.0,1.0,captured,9
5681,1.0,1.0,captured,9
5682,1.0,1.0,captured,14
5683,-1.0,-1.0,escaped,7
5684,1.0,1.0,captured,9
5685,1.0,1.0,captured,13
5686,1.0,1.0,captured,16
5687,1.0,1.0,captured,12
5688,-1.0,-1.0,escaped,6
5689,1.0,1.0,captured,8
5690,-1.0,-1.0,escaped,11
5691,1.0,1.0,captured,8
5692,1.0,1.0,captured,13
5693,1.0,1.0,captured,12
5694,1.0,1.0,captured,8
5695,-1.0,-1.0,escaped,6
5696,1.0,1.0,captured,10
5697,1.0,1.0,captured,8
5698,1.0,1.0,captured,9
5699,1.0,1.0,captured,4
5700,-1.0,-1.0,escaped,2
5701,1.0,1.0,captured,12
5702,1.0,1.0,captured,10
5703,1.0,1.0,captured,11
5704,1.0,1.0,captured,10
5705,1.0,1.0,captured,23
5706,1.0,1.0,captured,9
5707,1.0,1.0,captured,13
5708,1.0,1.0,captured,9
5709,1.0,1.0,captured,12
5710,-1.0,-1.0,escaped,9
5711,1.0,1.0,captured,7
5712,1.0,1.0,captured,9
5713,1.0,1.0,captured,7
5714,-1.0,-1.0,escaped,8
5715,-1.0,-1.0,escaped,8
5716,1.0,1.0,captured,11
5717,1.0,1.0,captured,8
5718,1.0,1.0,captured,10
5719,1.0,1.0,captured,12
5720,-1.0,-1.0,escaped,8
5721,1.0,1.0,captured,12
5722,1.0,1.0,captured,14
5723,1.0,1.0,captured,4
5724,1.0,1.0,captured,16
5725,1.0,1.0,captured,10
5726,1.0,1.0,captured,9
5727,1.0,1.0,captured,9
5728,-1.0,-1.0,escaped,3
5729,1.0,1.0,captured,10
5730,1.0,1.0,captured,14
5731,1.0,1.0,captured,11
5732,1.0,1.0,captured,18
5733,1.0,1.0,captured,8
5734,1.0,1.0,captured,12
5735,1.0,1.0,captured,10
5736,1.0,1.0,captured,14
5737,1.0,1.0,captured,22
5738,-1.0,-1.0,escaped,7
5739,1.0,1.0,captured,15
5740,-1.0,-1.0,escaped,5
5741,-1.0,-1.0,escaped,4
5742,1.0,1.0,captured,12
5743,1.0,1.0,captured,20
5744,-1.0,-1.0,escaped,5
5745,-1.0,-1.0,escaped,7
5746,1.0,1.0,captured,11
5747,1.0,1.0,captured,16
5748,1.0,1.0,captured,26
5749,1.0,1.0,captured,13
5750,1.0,1.0,captured,6
5751,1.0,1.0,captured,12
5752,1.0,1.0,captured,12
5753,1.0,1.0,captured,6
5754,1.0,1.0,captured,13
5755,1.0,1.0,captured,13
5756,1.0,1.0,captured,13
5757,1.0,1.0,captured,9
5758,1.0,1.0,captured,14
5759,1.0,1.0,captured,13
5760,1.0,1.0,captured,14
5761,1.0,1.0,captured,12
5762,-1.0,-1.0,escaped,7
5763,1.0,1.0,captured,19
5764,1.0,1.0,captured,13
5765,1.0,1.0,captured,15
5766,1.0,1.0,captured,16
5767,-1.0,-1.0,escaped,7
5768,1.0,1.0,captured,19
5769,1.0,1.0,captured,8
5770,-1.0,-1.0,escaped,6
5771,1.0,1.0,captured,11
5772,1.0,1.0,captured,16
5773,1.0,1.0,captured,12
5774,1.0,1.0,captured,13
5775,1.0,1.0,captured,12
5776,1.0,1.0,captured,8
5777,1.0,1.0,captured,8
5778,1.0,1.0,captured,11
5779,1.0,1.0,captured,9
5780,1.0,1.0,captured,8
5781,1.0,1.0,captured,6
5782,1.0,1.0,captured,14
5783,-1.0,-1.0,escaped,18
5784,1.0,1.0,captured,13
5785,1.0,1.0,captured,25
5786,-1.0,-1.0,escaped,6
5787,1.0,1.0,captured,10
5788,-1.0,-1.0,escaped,19
5789,-1.0,-1.0,escaped,5
5790,-1.0,-1.0,escaped,6
5791,-1.0,-1.0,escaped,5
5792,1.0,1.0,captured,13
5793,-1.0,-1.0,escaped,4
5794,1.0,1.0,captured,10
5795,1.0,1.0,captured,8
5796,1.0,1.0,captured,4
5797,1.0,1.0,captured,10
5798,-1.0,-1.0,escaped,10
5799,1.0,1.0,captured,11
5800,1.0,1.0,captured,12
5801,1.0,1.0,captured,2
5802,1.0,1.0,captured,12
5803,1.0,1.0,captured,11
5804,1.0,1.0,captured,7
5805,-1.0,-1.0,escaped,10
5806,1.0,1.0,captured,7
5807,1.0,1.0,captured,11
5808,1.0,1.0,captured,8
5809,1.0,1.0,captured,21
5810,1.0,1.0,captured,6
5811,1.0,1.0,captured,10
5812,-1.0,-1.0,escaped,7
5813,1.0,1.0,captured,8
5814,1.0,1.0,captured,7
5815,1.0,1.0,captured,11
5816,1.0,1.0,captured,13
5817,1.0,1.0,captured,5
5818,1.0,1.0,captured,11
5819,1.0,1.0,captured,11
5820,1.0,1.0,captured,12
5821,1.0,1.0,captured,14
5822,1.0,1.0,captured,13
5823,1.0,1.0,captured,11
5824,1.0,1.0,captured,10
5825,1.0,1.0,captured,13
5826,1.0,1.0,captured,8
5827,1.0,1.0,captured,16
5828,-1.0,-1.0,escaped,6
5829,1.0,1.0,captured,12
5830,1.0,1.0,captured,8
5831,1.0,1.0,captured,12
5832,1.0,1.0,captured,10
5833,1.0,1.0,captured,6
5834,1.0,1.0,captured,10
5835,1.0,1.0,captured,12
5836,1.0,1.0,captured,11
5837,1.0,1.0,captured,9
5838,1.0,1.0,captured,14
5839,1.0,1.0,captured,9
5840,1.0,1.0,captured,11
5841,1.0,1.0,captured,14
5842,1.0,1.0,captured,6
5843,1.0,1.0,captured,11
5844,1.0,1.0,captured,12
5845,1.0,1.0,captured,7
5846,1.0,1.0,captured,11
5847,1.0,1.0,captured,20
5848,1.0,1.0,captured,11
5849,1.0,1.0,captured,21
5850,1.0,1.0,captured,14
5851,1.0,1.0,captured,3
5852,-1.0,-1.0,escaped,8
5853,1.0,1.0,captured,13
5854,1.0,1.0,captured,11
5855,1.0,1.0,captured,14
5856,1.0,1.0,captured,13
5857,1.0,1.0,captured,9
5858,1.0,1.0,captured,7
5859,1.0,1.0,captured,8
5860,-1.0,-1.0,escaped,9
5861,1.0,1.0,captured,10
5862,1.0,1.0,captured,15
5863,-1.0,-1.0,escaped,7
5864,1.0,1.0,captured,13
5865,1.0,1.0,captured,10
5866,1.0,1.0,captured,15
5867,1.0,1.0,captured,11
5868,1.0,1.0,captured,8
5869,1.0,1.0,captured,8
5870,1.0,1.0,captured,10
5871,1.0,1.0,captured,14
5872,1.0,1.0,captured,10
5873,-1.0,-1.0,escaped,11
5874,1.0,1.0,captured,14
5875,1.0,1.0,captured,12
5876,1.0,1.0,captured,11
5877,-1.0,-1.0,escaped,7
5878,1.0,1.0,captured,8
5879,1.0,1.0,captured,20
5880,1.0,1.0,captured,19
5881,1.0,1.0,captured,10
5882,1.0,1.0,captured,10
5883,1.0,1.0,captured,8
5884,1.0,1.0,captured,11
5885,1.0,1.0,captured,12
5886,1.0,1.0,captured,10
5887,1.0,1.0,captured,12
5888,1.0,1.0,captured,11
5889,1.0,1.0,captured,11
5890,1.0,1.0,captured,8
5891,-1.0,-1.0,escaped,6
5892,1.0,1.0,captured,9
5893,1.0,1.0,captured,11
5894,1.0,1.0,captured,9
5895,1.0,1.0,captured,19
5896,1.0,1.0,captured,11
5897,1.0,1.0,captured,12
5898,1.0,1.0,captured,6
5899,1.0,1.0,captured,11
5900,1.0,1.0,captured,9
5901,1.0,1.0,captured,11
5902,-1.0,-1.0,escaped,9
5903,1.0,1.0,captured,12
5904,1.0,1.0,captured,12
5905,-1.0,-1.0,escaped,8
5906,1.0,1.0,captured,10
5907,-1.0,-1.0,escaped,4
5908,1.0,1.0,captured,11
5909,-1.0,-1.0,escaped,5
5910,-1.0,-1.0,escaped,11
5911,1.0,1.0,captured,16
5912,1.0,1.0,captured,9
5913,1.0,1.0,captured,14
5914,-1.0,-1.0,escaped,7
5915,1.0,1.0,captured,12
5916,1.0,1.0,captured,13
5917,1.0,1.0,captured,12
5918,1.0,1.0,captured,10
5919,-1.0,-1.0,escaped,5
5920,1.0,1.0,captured,10
5921,1.0,1.0,captured,8
5922,-1.0,-1.0,escaped,7
5923,-1.0,-1.0,escaped,8
5924,1.0,1.0,captured,10
5925,1.0,1.0,captured,17
5926,1.0,1.0,captured,10
5927,1.0,1.0,captured,21
5928,1.0,1.0,captured,13
5929,1.0,1.0,captured,20
5930,1.0,1.0,captured,8
5931,1.0,1.0,captured,4
5932,1.0,1.0,captured,10
5933,1.0,1.0,captured,8
5934,1.0,1.0,captured,19
5935,1.0,1.0,captured,9
5936,1.0,1.0,captured,14
5937,1.0,1.0,captured,15
5938,1.0,1.0,captured,8
5939,-1.0,-1.0,escaped,7
5940,1.0,1.0,captured,10
5941,1.0,1.0,captured,24
5942,1.0,1.0,captured,7
5943,1.0,1.0,captured,14
5944,1.0,1.0,captured,10
5945,1.0,1.0,captured,17
5946,1.0,1.0,captured,8
5947,1.0,1.0,captured,14
5948,1.0,1.0,captured,13
5949,1.0,1.0,captured,17
5950,1.0,1.0,captured,11
5951,1.0,1.0,captured,12
5952,1.0,1.0,captured,14
5953,1.0,1.0,captured,11
5954,1.0,1.0,captured,11
5955,1.0,1.0,captured,5
5956,-1.0,-1.0,escaped,3
5957,1.0,1.0,captured,11
5958,-1.0,-1.0,escaped,8
5959,1.0,1.0,captured,8
5960,-1.0,-1.0,escaped,5
5961,1.0,1.0,captured,10
5962,1.0,1.0,captured,8
5963,1.0,1.0,captured,13
5964,1.0,1.0,captured,15
5965,1.0,1.0,captured,9
5966,1.0,1.0,captured,12
5967,1.0,1.0,captured,4
5968,1.0,1.0,captured,13
5969,1.0,1.0,captured,12
5970,1.0,1.0,captured,11
5971,-1.0,-1.0,escaped,7
5972,1.0,1.0,captured,8
5973,1.0,1.0,captured,11
5974,1.0,1.0,captured,11
5975,-1.0,-1.0,escaped,4
5976,1.0,1.0,captured,14
5977,1.0,1.0,captured,12
5978,-1.0,-1.0,escaped,10
5979,1.0,1.0,captured,8
5980,1.0,1.0,captured,11
5981,1.0,1.0,captured,8
5982,1.0,1.0,captured,7
5983,1.0,1.0,captured,8
5984,-1.0,-1.0,escaped,6
5985,1.0,1.0,captured,14
5986,1.0,1.0,captured,11
5987,1.0,1.0,captured,8
5988,1.0,1.0,captured,9
5989,1.0,1.0,captured,13
5990,-1.0,-1.0,escaped,5
5991,1.0,1.0,captured,3
5992,1.0,1.0,captured,9
5993,-1.0,-1.0,escaped,5
5994,1.0,1.0,captured,7
5995,1.0,1.0,captured,10
5996,1.0,1.0,captured,11
5997,1.0,1.0,captured,16
5998,1.0,1.0,captured,11
5999,1.0,1.0,captured,14
6000,1.0,1.0,captured,11
6001,-1.0,-1.0,escaped,8
6002,1.0,1.0,captured,7
6003,1.0,1.0,captured,12
6004,1.0,1.0,captured,17
6005,1.0,1.0,captured,11
6006,-1.0,-1.0,escaped,13
6007,1.0,1.0,captured,13
6008,1.0,1.0,captured,11
6009,1.0,1.0,captured,11
6010,1.0,1.0,captured,11
6011,1.0,1.0,captured,10
6012,-1.0,-1.0,escaped,8
6013,1.0,1.0,captured,12
6014,1.0,1.0,captured,26
6015,-1.0,-1.0,escaped,8
6016,1.0,1.0,captured,8
6017,1.0,1.0,captured,8
6018,1.0,1.0,captured,7
6019,1.0,1.0,captured,5
